sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
9,mbm-2022f.psych.ucsb.edu,05-Apr-2024 13:25:39,0.070351,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
9,.,05-Apr-2024 13:25:58,19.431222,misc,2,.,.,.,AGE:19,SEX:female,RACE:Asian,INITIALS:SQ,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:07,208.443323,study,3,1,1,1,img,familiar,Alberta_Akins_7_oval.jpg,Beethoven symphony no.5 .m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:10,211.480441,study,4,1,2,2,aud+img,unfamiliar,Annie_Bivens_3_oval.jpg,90.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:13,214.520978,study,5,1,3,3,aud+img,unfamiliar,Angelica_Barclay_17_oval.jpg,57.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:16,217.538396,study,6,1,4,4,img,none,Andrew_Jaggers_11_oval.jpg,NaN,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:19,220.594409,study,7,1,5,5,aud+img,unfamiliar,Annette_Vest_17_oval.jpg,162.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:22,223.640804,study,8,1,6,6,img,familiar,Albert_Neu_11_oval.jpg,Yankee doodle.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:25,226.677259,study,9,1,7,7,img,familiar,Amelia_Macleod_9_oval.jpg,USA National Anthem.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:28,229.719137,study,10,1,8,8,aud,none,NaN,47.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:31,232.741482,study,11,1,9,9,img,none,Ann_Mullen_13_oval.jpg,NaN,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:34,235.785753,study,12,1,10,10,aud,none,NaN,136.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:37,238.800190,study,13,1,11,11,img,none,Anne_Alicea_11_oval.jpg,NaN,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:40,241.840445,study,14,1,12,12,img,familiar,Alma_Lafountain_17_oval.jpg,The Entertainer.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:43,244.875380,study,15,1,13,13,aud,familiar,rihanna.jpg,156.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:46,247.912010,study,16,1,14,14,aud,none,NaN,74.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:49,250.947636,study,17,1,15,15,aud,familiar,michael jackson.jpg,198.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:53,253.984109,study,18,1,16,16,aud,familiar,queen elizabeth ii.jpg,186.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:56,256.996332,study,19,1,17,17,img,none,Alan_Trimble_15_oval.jpg,NaN,.,.,.,.,.,.
9,.,05-Apr-2024 13:29:59,260.035345,study,20,1,18,18,aud,familiar,steve jobs.jpg,166.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:02,263.071636,study,21,1,19,19,img,familiar,Antonio_Southern_15_oval.jpg,Row your boat.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:05,266.107530,study,22,1,20,20,aud,familiar,shakira.jpg,116.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:08,269.143418,study,23,1,21,21,aud,none,NaN,54.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:11,272.182200,study,24,1,22,22,aud+img,unfamiliar,Angelica_Rahman_19_oval.jpg,174.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:14,275.220856,study,25,1,23,23,aud,none,NaN,89.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:17,278.256001,study,26,1,24,24,aud+img,unfamiliar,Alice_Zapata_7_oval.jpg,199.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:20,281.293432,study,27,1,25,25,aud,none,NaN,95.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:23,284.306904,study,28,1,26,26,img,none,Antonio_Southern_11_oval.jpg,NaN,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:26,287.346476,study,29,1,27,27,aud,familiar,robert downey jr.jpg,103.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:29,290.358737,study,30,1,28,28,img,none,Alicia_Swinton_3_oval.jpg,NaN,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:32,293.398988,study,31,1,29,29,img,familiar,Angelica_Peter_5_oval.jpg,Swan Lake.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:35,296.434474,study,32,1,30,30,aud+img,unfamiliar,Anthony_Newell_7_oval.jpg,178.m4a,.,.,.,.,.,.
9,.,05-Apr-2024 13:30:41,302.004905,test,33,1,1,1,img,none,April_Culpepper_17_oval.jpg,none,new,,,,miss,4
9,.,05-Apr-2024 13:30:42,303.722389,test,34,1,1,1,img,none,April_Culpepper_17_oval.jpg,none,new,k,high,new,cr,3.6414
9,.,05-Apr-2024 13:30:45,306.571661,test,35,1,2,2,img,none,Albert_Edmond_9_oval.jpg,none,new,,,,miss,4
9,.,05-Apr-2024 13:30:46,307.388786,test,36,1,2,2,img,none,Albert_Edmond_9_oval.jpg,none,new,j,low,new,cr,2.6754
9,.,05-Apr-2024 13:30:49,310.225297,test,37,1,3,3,img,none,Adam_Pace_15_oval.jpg,none,new,,,,miss,4
9,.,05-Apr-2024 13:30:49,310.644113,test,38,1,3,3,img,none,Adam_Pace_15_oval.jpg,none,new,j,low,new,cr,2.2566
9,.,05-Apr-2024 13:30:52,313.481248,test,39,1,4,4,img,familiar,Amelia_Macleod_9_oval.jpg,USA National Anthem.m4a,old,,,,miss,4
9,.,05-Apr-2024 13:30:53,314.025192,test,40,1,4,4,img,familiar,Amelia_Macleod_9_oval.jpg,USA National Anthem.m4a,old,d,high,old,hit,2.4133
9,.,05-Apr-2024 13:30:55,316.862797,test,41,1,5,5,img,unfamiliar,Anthony_Newell_7_oval.jpg,178.m4a,old,d,high,old,hit,1.8625
9,.,05-Apr-2024 13:30:58,319.432796,test,42,1,6,6,img,none,Andrew_Cuevas_3_oval.jpg,none,new,j,low,new,cr,1.604
9,.,05-Apr-2024 13:31:01,321.984920,test,43,1,7,7,img,unfamiliar,Angelica_Rahman_19_oval.jpg,174.m4a,old,f,low,old,hit,1.5924
9,.,05-Apr-2024 13:31:03,324.817841,test,44,1,8,8,img,none,Ann_Siu_13_oval.jpg,none,new,,,,miss,4
9,.,05-Apr-2024 13:31:04,325.505575,test,45,1,8,8,img,none,Ann_Siu_13_oval.jpg,none,new,j,low,new,cr,2.5669
9,.,05-Apr-2024 13:31:07,328.349519,test,46,1,9,9,img,none,Antonio_Southern_11_oval.jpg,NaN,old,,,,miss,4
9,.,05-Apr-2024 13:31:07,328.794173,test,47,1,9,9,img,none,Antonio_Southern_11_oval.jpg,NaN,old,d,high,old,hit,2.3564
9,.,05-Apr-2024 13:31:10,331.314058,test,48,1,10,10,img,familiar,Antonio_Southern_15_oval.jpg,Row your boat.m4a,old,d,high,old,hit,1.5544
9,.,05-Apr-2024 13:31:12,333.689053,test,49,1,11,11,img,familiar,Alberta_Akins_7_oval.jpg,Beethoven symphony no.5 .m4a,old,d,high,old,hit,1.4435
9,.,05-Apr-2024 13:31:15,336.520016,test,50,1,12,12,img,none,Anthony_Hartsfield_13_oval.jpg,none,new,,,,miss,4
9,.,05-Apr-2024 13:31:16,337.858975,test,51,1,12,12,img,none,Anthony_Hartsfield_13_oval.jpg,none,new,j,low,new,cr,3.2001
9,.,05-Apr-2024 13:31:19,340.201269,test,52,1,13,13,img,none,Andrew_Jaggers_11_oval.jpg,NaN,old,d,high,old,hit,1.4477
9,.,05-Apr-2024 13:31:21,342.229792,test,53,1,14,14,img,none,Alan_Trimble_15_oval.jpg,NaN,old,d,high,old,hit,1.0672
9,.,05-Apr-2024 13:31:24,345.015904,test,54,1,15,15,img,none,Andrew_Eastwood_13_oval.jpg,none,new,j,low,new,cr,1.8115
9,.,05-Apr-2024 13:31:26,347.319572,test,55,1,16,16,img,none,Belinda_Barrington_13_oval.jpg,none,new,k,high,new,cr,1.3647
9,.,05-Apr-2024 13:31:28,349.246448,test,56,1,17,17,img,unfamiliar,Annette_Vest_17_oval.jpg,162.m4a,old,d,high,old,hit,0.96984
9,.,05-Apr-2024 13:31:30,351.902773,test,57,1,18,18,img,none,Alan_Rainwater_15_oval.jpg,none,new,j,low,new,cr,1.7078
9,.,05-Apr-2024 13:31:39,360.772904,test,58,2,1,19,img,familiar,Albert_Neu_11_oval.jpg,Yankee doodle.m4a,old,,,,miss,4
9,.,05-Apr-2024 13:31:42,363.195512,test,59,2,1,19,img,familiar,Albert_Neu_11_oval.jpg,Yankee doodle.m4a,old,f,low,old,hit,4.3474
9,.,05-Apr-2024 13:31:45,366.104119,test,60,2,2,20,img,none,Arthur_Albright_9_oval.jpg,none,new,j,low,new,cr,1.9283
9,.,05-Apr-2024 13:31:47,368.094060,test,61,2,3,21,img,none,Alicia_Swinton_3_oval.jpg,NaN,old,d,high,old,hit,1.0602
