sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
52,mbm-2022g.psych.ucsb.edu,16-Apr-2024 11:06:59,0.057942,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
52,.,16-Apr-2024 11:07:18,19.169905,misc,2,.,.,.,AGE:22,SEX:male,RACE:AsianWhite,INITIALS:AD,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:32,152.416745,study,3,1,1,1,aud+img,unfamiliar,Arthur_Deering_3_oval.jpg,172.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:35,155.454034,study,4,1,2,2,aud,none,NaN,185.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:38,158.473054,study,5,1,3,3,img,none,Beth_Hamer_3_oval.jpg,NaN,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:41,161.487894,study,6,1,4,4,img,none,Anthony_Rimmer_11_oval.jpg,NaN,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:44,164.543609,study,7,1,5,5,aud,familiar,john f. kennedy.jpg,140.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:47,167.584843,study,8,1,6,6,aud,familiar,justin bieber.jpg,173.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:50,170.604718,study,9,1,7,7,img,none,Annie_Leslie_17_oval.jpg,NaN,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:53,173.621469,study,10,1,8,8,img,none,Ann_Mullen_3_oval.jpg,NaN,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:56,176.670766,study,11,1,9,9,aud+img,unfamiliar,Andrew_Eastwood_13_oval.jpg,1.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:09:59,179.708206,study,12,1,10,10,img,familiar,Antonio_Villegas_3_oval.jpg,Fur Elise.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:02,182.757174,study,13,1,11,11,aud,none,NaN,175.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:05,185.793652,study,14,1,12,12,aud+img,unfamiliar,Allen_Council_15_oval.jpg,132.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:08,188.831342,study,15,1,13,13,aud,none,NaN,144.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:11,191.868587,study,16,1,14,14,aud+img,unfamiliar,Adam_Koester_8_oval.jpg,67.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:14,194.903083,study,17,1,15,15,aud+img,unfamiliar,Allen_Hollingshead_7_oval.jpg,16.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:17,197.938030,study,18,1,16,16,aud,familiar,elon musk.jpg,159.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:20,200.952292,study,19,1,17,17,img,none,April_Farris_1_oval.jpg,NaN,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:23,203.989998,study,20,1,18,18,img,familiar,Annie_Gooch_17_oval.jpg,Blue Danube Waltz.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:26,207.026059,study,21,1,19,19,img,familiar,Alice_Whitcomb_19_oval.jpg,Super mario bros theme.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:29,210.061517,study,22,1,20,20,aud,familiar,lionel messi.jpg,193.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:32,213.098360,study,23,1,21,21,aud,familiar,marilyn monroe.jpg,46.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:35,216.135480,study,24,1,22,22,aud,none,NaN,114.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:38,219.171071,study,25,1,23,23,aud+img,unfamiliar,Annie_Leslie_9_oval.jpg,155.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:41,222.184262,study,26,1,24,24,img,none,Albert_Cardoza_5_oval.jpg,NaN,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:45,225.221978,study,27,1,25,25,aud,familiar,ariana grande.jpg,168.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:48,228.258224,study,28,1,26,26,img,familiar,Agnes_Castellanos_9_oval.jpg,Toccata and fugue in D minor.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:51,231.295014,study,29,1,27,27,img,familiar,Adam_Ng_13_oval.jpg,Hallelujah.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:54,234.331308,study,30,1,28,28,aud,none,NaN,189.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:10:57,237.367187,study,31,1,29,29,img,familiar,Alma_Litchfield_13_oval.jpg,Bohemian Rhapsody.m4a,.,.,.,.,.,.
52,.,16-Apr-2024 11:11:00,240.403425,study,32,1,30,30,aud,none,NaN,89.m4a,.,.,.,.,.,.
