sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
55,mbm-2022c.psych.ucsb.edu,16-Apr-2024 11:07:00,0.058697,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
55,.,16-Apr-2024 11:07:15,14.390256,misc,2,.,.,.,AGE:19,SEX:female,RACE:White,INITIALS:KG,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:37,156.699707,study,3,1,1,1,img,none,Alma_Lafferty_1_oval.jpg,NaN,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:40,159.738703,study,4,1,2,2,aud+img,unfamiliar,Albert_Paradise_5_oval.jpg,16.m4a,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:43,162.777749,study,5,1,3,3,aud,familiar,dwayne johnson.jpg,22.m4a,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:46,165.815329,study,6,1,4,4,aud+img,unfamiliar,Anthony_Hartsfield_13_oval.jpg,147.m4a,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:49,168.866236,study,7,1,5,5,aud,familiar,lady gaga.jpg,175.m4a,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:52,171.885440,study,8,1,6,6,img,none,Bessie_Maya_3_oval.jpg,NaN,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:55,174.941225,study,9,1,7,7,img,familiar,Alma_Gober_3_oval.jpg,In the Hall of the Mountain King.m4a,.,.,.,.,.,.
55,.,16-Apr-2024 11:09:58,177.983972,study,10,1,8,8,aud,none,NaN,198.m4a,.,.,.,.,.,.
55,.,16-Apr-2024 11:10:01,180.998706,study,11,1,9,9,img,none,Alma_Felder_17_oval.jpg,NaN,.,.,.,.,.,.
55,.,16-Apr-2024 11:10:04,184.038585,study,12,1,10,10,img,familiar,Anne_Alicea_11_oval.jpg,Eine Klein Nachtmusik.m4a,.,.,.,.,.,.
55,.,16-Apr-2024 11:10:07,187.074074,study,13,1,11,11,aud+img,unfamiliar,Allen_Muhammad_13_oval.jpg,118.m4a,.,.,.,.,.,.
