sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
25,mbm-2022h.psych.ucsb.edu,09-Apr-2024 15:33:59,0.059814,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
25,.,09-Apr-2024 15:34:17,19.044592,misc,2,.,.,.,AGE:20,SEX:female,RACE:Black,INITIALS:AR,.,.,.,.,.,.
25,.,09-Apr-2024 15:36:44,165.407764,study,3,1,1,1,aud,familiar,ariana grande.jpg,147.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:36:47,168.444768,study,4,1,2,2,aud,none,NaN,189.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:36:50,171.464234,study,5,1,3,3,img,none,Amanda_Denning_9_oval.jpg,NaN,.,.,.,.,.,.
25,.,09-Apr-2024 15:36:53,174.505261,study,6,1,4,4,aud+img,unfamiliar,Agnes_Castellanos_15_oval.jpg,6.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:36:56,177.552385,study,7,1,5,5,img,familiar,Alan_Trimble_15_oval.jpg,Party in the USA.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:36:59,180.595843,study,8,1,6,6,img,familiar,Antonio_Villegas_3_oval.jpg,Eine Klein Nachtmusik.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:02,183.638201,study,9,1,7,7,aud,none,NaN,27.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:05,186.660311,study,10,1,8,8,img,none,Amanda_Hilburn_17_oval.jpg,NaN,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:08,189.679018,study,11,1,9,9,img,none,Adrienne_Blaney_11_oval.jpg,NaN,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:11,192.720249,study,12,1,10,10,img,familiar,Anthony_Rimmer_17_oval.jpg,USA National Anthem.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:14,195.732742,study,13,1,11,11,img,none,Albert_Carbaugh_3_oval.jpg,NaN,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:17,198.750581,study,14,1,12,12,img,none,Allen_Council_15_oval.jpg,NaN,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:20,201.798207,study,15,1,13,13,aud,none,NaN,125.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:23,204.834216,study,16,1,14,14,aud,none,NaN,193.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:26,207.870294,study,17,1,15,15,aud,none,NaN,134.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:29,210.906400,study,18,1,16,16,img,familiar,Bernice_Stephens_3_oval.jpg,State Farm.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:32,213.943858,study,19,1,17,17,aud+img,unfamiliar,Angela_Upshaw_7_oval.jpg,56.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:35,216.979011,study,20,1,18,18,aud,familiar,princess diana.jpg,16.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:38,220.014128,study,21,1,19,19,aud+img,unfamiliar,Alan_Peachey_17_oval.jpg,7.m4a,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:41,223.028083,study,22,1,20,20,img,none,Amber_Marcum_13_oval.jpg,NaN,.,.,.,.,.,.
25,.,09-Apr-2024 15:37:45,226.066969,study,23,1,21,21,aud,familiar,johnny depp.jpg,170.m4a,.,.,.,.,.,.
