sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
59,mbm-2022g.psych.ucsb.edu,16-Apr-2024 16:06:24,0.053956,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
59,.,16-Apr-2024 16:06:46,21.990913,misc,2,.,.,.,AGE:20,SEX:female,RACE:Hispanic,INITIALS:BB,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:17,172.203053,study,3,1,1,1,aud,familiar,steve jobs.jpg,141.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:20,175.219407,study,4,1,2,2,img,none,Albert_Paradise_1_oval.jpg,NaN,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:23,178.263189,study,5,1,3,3,aud,familiar,johnny depp.jpg,54.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:26,181.300316,study,6,1,4,4,aud,familiar,morgan freeman.jpg,37.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:29,184.345717,study,7,1,5,5,aud+img,unfamiliar,Arthur_Albright_9_oval.jpg,19.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:32,187.390458,study,8,1,6,6,aud+img,unfamiliar,Beth_Hamer_3_oval.jpg,208.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:35,190.427058,study,9,1,7,7,img,familiar,Ann_Siu_13_oval.jpg,Alarm (old phone).m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:38,193.450308,study,10,1,8,8,img,none,Angelica_Sommer_7_oval.jpg,NaN,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:41,196.469154,study,11,1,9,9,img,none,Antoinette_Carrion_5_oval.jpg,NaN,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:44,199.510476,study,12,1,10,10,img,familiar,Allen_Hollingshead_7_oval.jpg,Happy birthday.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:47,202.545113,study,13,1,11,11,aud+img,unfamiliar,Allison_Zambrano_9_oval.jpg,7.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:50,205.586837,study,14,1,12,12,aud,none,NaN,70.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:53,208.626236,study,15,1,13,13,aud,familiar,bill gates.jpg,101.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:56,211.661090,study,16,1,14,14,img,familiar,Alma_Lafountain_15_oval.jpg,Eine Klein Nachtmusik.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:09:59,214.698400,study,17,1,15,15,aud,none,NaN,64.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:10:02,217.734518,study,18,1,16,16,aud,none,NaN,191.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:10:05,220.747879,study,19,1,17,17,img,none,Amber_Moseley_7_oval.jpg,NaN,.,.,.,.,.,.
59,.,16-Apr-2024 16:10:08,223.789941,study,20,1,18,18,aud+img,unfamiliar,Antoinette_Carrion_15_oval.jpg,15.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:10:11,226.825392,study,21,1,19,19,aud,familiar,adolf hitler.jpg,127.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:10:14,229.860154,study,22,1,20,20,img,familiar,Alison_Trejo_15_oval.jpg,Frere Jacques.m4a,.,.,.,.,.,.
59,.,16-Apr-2024 16:10:17,232.875125,study,23,1,21,21,img,none,Adam_Koester_14_oval.jpg,NaN,.,.,.,.,.,.
59,.,16-Apr-2024 16:10:20,235.919004,study,24,1,22,22,aud,none,NaN,90.m4a,.,.,.,.,.,.
