sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
27,mbm-2022f.psych.ucsb.edu,09-Apr-2024 15:34:04,0.061617,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
27,.,09-Apr-2024 15:34:26,21.502174,misc,2,.,.,.,AGE:20,SEX:male,RACE:Asian,INITIALS:NV,.,.,.,.,.,.
27,.,09-Apr-2024 15:36:58,173.858003,study,3,1,1,1,img,familiar,Albert_Neu_7_oval.jpg,Happy birthday.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:01,176.896306,study,4,1,2,2,aud+img,unfamiliar,Bernice_Beavers_13_oval.jpg,212.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:04,179.916075,study,5,1,3,3,img,none,Annie_Polk_15_oval.jpg,NaN,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:07,182.955864,study,6,1,4,4,img,familiar,Ana_Bahr_11_oval.jpg,USA National Anthem.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:10,186.002452,study,7,1,5,5,aud+img,unfamiliar,Allison_Samson_13_oval.jpg,43.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:13,189.020830,study,8,1,6,6,img,none,Amber_Marcum_13_oval.jpg,NaN,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:16,192.081010,study,9,1,7,7,aud,none,NaN,164.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:19,195.121810,study,10,1,8,8,aud,familiar,kylie jenner.jpg,157.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:22,198.135402,study,11,1,9,9,img,none,Adam_Koester_12_oval.jpg,NaN,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:25,201.177891,study,12,1,10,10,aud,familiar,adolf hitler.jpg,172.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:28,204.214290,study,13,1,11,11,aud,none,NaN,204.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:31,207.227630,study,14,1,12,12,img,none,Alma_Litchfield_13_oval.jpg,NaN,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:34,210.268069,study,15,1,13,13,aud,none,NaN,215.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:37,213.304490,study,16,1,14,14,img,familiar,Andrew_Jaggers_3_oval.jpg,Eleanor Rigby.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:40,216.340810,study,17,1,15,15,img,familiar,Alan_Gamerson_7_oval.jpg,Alarm (slow rise).m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:43,219.375505,study,18,1,16,16,aud,familiar,joe biden.jpg,2.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:47,222.412107,study,19,1,17,17,aud,familiar,kim kardashian.jpg,127.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:50,225.448694,study,20,1,18,18,aud,none,NaN,195.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:53,228.462206,study,21,1,19,19,img,none,Adam_Ng_17_oval.jpg,NaN,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:56,231.504014,study,22,1,20,20,aud,none,NaN,98.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:37:59,234.540449,study,23,1,21,21,aud+img,unfamiliar,Annie_Leslie_9_oval.jpg,11.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:02,237.553377,study,24,1,22,22,img,none,Adam_Tripp_13_oval.jpg,NaN,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:05,240.594444,study,25,1,23,23,img,familiar,Bernice_Thornton_17_oval.jpg,State Farm.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:08,243.629793,study,26,1,24,24,aud+img,unfamiliar,Andrew_Presley_11_oval.jpg,89.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:11,246.665974,study,27,1,25,25,img,familiar,Anne_Hamel_1_oval.jpg,Yankee doodle.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:14,249.701152,study,28,1,26,26,aud,familiar,john f. kennedy.jpg,30.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:17,252.737581,study,29,1,27,27,aud+img,unfamiliar,Albert_Saucedo_9_oval.jpg,1.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:20,255.773680,study,30,1,28,28,aud,none,NaN,37.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:23,258.809793,study,31,1,29,29,aud,familiar,ariana grande.jpg,29.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:26,261.845121,study,32,1,30,30,aud+img,unfamiliar,Alan_Peachey_17_oval.jpg,18.m4a,.,.,.,.,.,.
27,.,09-Apr-2024 15:38:32,267.948341,test,33,1,1,1,img,unfamiliar,Bernice_Beavers_13_oval.jpg,212.m4a,old,,,,miss,4
27,.,09-Apr-2024 15:38:35,271.119697,test,34,1,1,1,img,unfamiliar,Bernice_Beavers_13_oval.jpg,212.m4a,old,f,low,old,hit,5.0517
27,.,09-Apr-2024 15:38:38,273.821433,test,35,1,2,2,img,none,Annie_Polk_15_oval.jpg,NaN,old,f,low,old,hit,1.7494
27,.,09-Apr-2024 15:38:41,276.664910,test,36,1,3,3,img,none,Albert_Gates_3_oval.jpg,none,new,,,,miss,4
27,.,09-Apr-2024 15:38:42,277.801046,test,37,1,3,3,img,none,Albert_Gates_3_oval.jpg,none,new,f,low,old,fa,3.0313
27,.,09-Apr-2024 15:38:45,280.695190,test,38,1,4,4,img,unfamiliar,Annie_Leslie_9_oval.jpg,11.m4a,old,f,low,old,hit,1.9496
27,.,09-Apr-2024 15:38:48,283.542843,test,39,1,5,5,img,none,Amy_Shull_9_oval.jpg,none,new,,,,miss,4
27,.,09-Apr-2024 15:38:48,283.836467,test,40,1,5,5,img,none,Amy_Shull_9_oval.jpg,none,new,j,low,new,cr,2.1991
27,.,09-Apr-2024 15:38:51,286.673750,test,41,1,6,6,img,familiar,Alan_Gamerson_7_oval.jpg,Alarm (slow rise).m4a,old,,,,miss,4
27,.,09-Apr-2024 15:38:53,288.987159,test,42,1,6,6,img,familiar,Alan_Gamerson_7_oval.jpg,Alarm (slow rise).m4a,old,j,low,new,miss,4.1826
27,.,09-Apr-2024 15:38:55,291.355906,test,43,1,7,7,img,familiar,Andrew_Jaggers_3_oval.jpg,Eleanor Rigby.m4a,old,j,low,new,miss,1.4203
27,.,09-Apr-2024 15:38:58,293.727510,test,44,1,8,8,img,none,Adam_Koester_12_oval.jpg,NaN,old,d,high,old,hit,1.4229
27,.,09-Apr-2024 15:39:01,296.564499,test,45,1,9,9,img,none,Allen_March_9_oval.jpg,none,new,,,,miss,4
27,.,09-Apr-2024 15:39:04,299.620425,test,46,1,9,9,img,none,Allen_March_9_oval.jpg,none,new,d,high,old,fa,4.973
27,.,09-Apr-2024 15:39:06,302.190253,test,47,1,10,10,img,none,Antonio_Blaney_11_oval.jpg,none,new,k,high,new,cr,1.6658
27,.,09-Apr-2024 15:39:09,305.007317,test,48,1,11,11,img,none,Anthony_Jamison_17_oval.jpg,none,new,j,low,new,cr,1.8734
27,.,09-Apr-2024 15:39:12,307.899757,test,49,1,12,12,img,none,Anthony_Rimmer_11_oval.jpg,none,new,j,low,new,cr,1.9866
27,.,09-Apr-2024 15:39:15,310.388442,test,50,1,13,13,img,none,Allen_Eagan_9_oval.jpg,none,new,j,low,new,cr,1.558
27,.,09-Apr-2024 15:39:17,313.016660,test,51,1,14,14,img,none,Adam_Ng_17_oval.jpg,NaN,old,j,low,new,miss,1.6612
