sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
39,mbm-2022f.psych.ucsb.edu,10-Apr-2024 14:04:29,0.058982,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
39,.,10-Apr-2024 14:04:43,13.799671,misc,2,.,.,.,AGE:19,SEX:female,RACE:Asian,INITIALS:SC,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:06,157.262958,study,3,1,1,1,aud,familiar,joe biden.jpg,89.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:09,160.303709,study,4,1,2,2,img,familiar,Albert_Baird_19_oval.jpg,William Tell OVerture.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:12,163.343147,study,5,1,3,3,aud,none,NaN,58.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:15,166.383202,study,6,1,4,4,aud+img,unfamiliar,Andrew_Shephard_19_oval.jpg,199.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:18,169.433246,study,7,1,5,5,aud,familiar,marilyn monroe.jpg,124.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:21,172.473746,study,8,1,6,6,aud,none,NaN,28.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:24,175.513232,study,9,1,7,7,img,familiar,Alberta_Griswold_13_oval.jpg,Alarm (slow rise).m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:28,178.551007,study,10,1,8,8,aud+img,unfamiliar,Angelica_Peter_11_oval.jpg,129.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:31,181.589306,study,11,1,9,9,img,familiar,Angelica_Beam_7_oval.jpg,Blue Danube Waltz.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:34,184.626677,study,12,1,10,10,aud,none,NaN,201.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:37,187.662456,study,13,1,11,11,aud+img,unfamiliar,Adam_Ng_17_oval.jpg,209.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:40,190.698162,study,14,1,12,12,aud+img,unfamiliar,Arlene_Grande_19_oval.jpg,41.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:43,193.726278,study,15,1,13,13,img,none,Anthony_Rimmer_19_oval.jpg,NaN,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:46,196.746650,study,16,1,14,14,img,none,Adam_Koester_10_oval.jpg,NaN,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:49,199.763155,study,17,1,15,15,img,none,Adrienne_Coen_13_oval.jpg,NaN,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:52,202.806505,study,18,1,16,16,aud,none,NaN,121.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:55,205.842673,study,19,1,17,17,aud,none,NaN,197.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:07:58,208.878121,study,20,1,18,18,img,familiar,Anthony_Morgan_7_oval.jpg,Jingle bells.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:08:01,211.913421,study,21,1,19,19,aud,familiar,steve jobs.jpg,183.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:08:04,214.949248,study,22,1,20,20,aud+img,unfamiliar,Adrienne_Coen_1_oval.jpg,48.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:08:07,217.985538,study,23,1,21,21,aud,familiar,lady gaga.jpg,195.m4a,.,.,.,.,.,.
39,.,10-Apr-2024 14:08:10,221.023133,study,24,1,22,22,aud,familiar,michelle obama.jpg,44.m4a,.,.,.,.,.,.
