sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
64,mbm-2022e.psych.ucsb.edu,16-Apr-2024 16:05:59,0.058485,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
64,.,16-Apr-2024 16:06:33,33.782594,misc,2,.,.,.,AGE:20,SEX:female,RACE:Asian,INITIALS:XZ,.,.,.,.,.,.
64,.,16-Apr-2024 16:08:55,176.318173,study,3,1,1,1,aud,familiar,elvis presley.jpg,207.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:08:58,179.356092,study,4,1,2,2,img,familiar,Angela_Upshaw_15_oval.jpg,My heart will go on.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:01,182.395577,study,5,1,3,3,img,familiar,Amelia_Macleod_9_oval.jpg,In the Hall of the Mountain King.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:04,185.434888,study,6,1,4,4,aud,none,NaN,176.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:07,188.482691,study,7,1,5,5,aud+img,unfamiliar,Anthony_Cavender_11_oval.jpg,150.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:10,191.521287,study,8,1,6,6,aud,none,NaN,188.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:13,194.558273,study,9,1,7,7,aud,none,NaN,59.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:16,197.592750,study,10,1,8,8,aud,none,NaN,186.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:19,200.618819,study,11,1,9,9,img,none,Albert_Carlyle_5_oval.jpg,NaN,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:22,203.665676,study,12,1,10,10,aud+img,unfamiliar,Allen_March_9_oval.jpg,45.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:25,206.702011,study,13,1,11,11,img,familiar,Angela_Upshaw_7_oval.jpg,Bohemian Rhapsody.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:29,209.738547,study,14,1,12,12,aud,familiar,michelle obama.jpg,27.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:32,212.753878,study,15,1,13,13,img,none,Albert_Baird_19_oval.jpg,NaN,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:35,215.792823,study,16,1,14,14,aud+img,unfamiliar,Adrienne_Blaney_11_oval.jpg,75.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:38,218.807343,study,17,1,15,15,img,none,Alan_Rainwater_15_oval.jpg,NaN,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:41,221.826097,study,18,1,16,16,img,none,Amber_Cain_5_oval.jpg,NaN,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:44,224.867430,study,19,1,17,17,aud,familiar,queen elizabeth ii.jpg,60.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:47,227.883395,study,20,1,18,18,img,none,Alberta_Griswold_19_oval.jpg,NaN,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:50,230.931303,study,21,1,19,19,aud,none,NaN,133.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:53,233.966289,study,22,1,20,20,aud,familiar,lady gaga.jpg,55.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:56,237.002300,study,23,1,21,21,aud+img,unfamiliar,Amelia_Bartholomew_1_oval.jpg,1.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:09:59,240.037805,study,24,1,22,22,aud+img,unfamiliar,Albert_Waring_1_oval.jpg,211.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:10:02,243.073452,study,25,1,23,23,img,familiar,Agnes_Castellanos_9_oval.jpg,Gangnam Style.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:10:05,246.110211,study,26,1,24,24,aud,none,NaN,78.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:10:08,249.146505,study,27,1,25,25,img,familiar,Albert_Belk_12_oval.jpg,William Tell OVerture.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:10:11,252.182610,study,28,1,26,26,aud,familiar,cristiano ronaldo.jpg,190.m4a,.,.,.,.,.,.
64,.,16-Apr-2024 16:10:14,255.197005,study,29,1,27,27,img,none,Albert_Saucedo_9_oval.jpg,NaN,.,.,.,.,.,.
