sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
69,mbm-2022h.psych.ucsb.edu,17-Apr-2024 11:07:21,0.057064,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
69,.,17-Apr-2024 11:07:32,10.099376,misc,2,.,.,.,AGE:18,SEX:female,RACE:Hispanic,INITIALS:AR,.,.,.,.,.,.
69,.,17-Apr-2024 11:09:49,148.089176,study,3,1,1,1,aud+img,unfamiliar,Annie_Gooch_17_oval.jpg,85.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:09:53,151.105476,study,4,1,2,2,img,none,Antonio_Hillman_15_oval.jpg,NaN,.,.,.,.,.,.
69,.,17-Apr-2024 11:09:56,154.148929,study,5,1,3,3,img,familiar,Allen_Hollingshead_11_oval.jpg,Super mario bros theme.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:09:59,157.186806,study,6,1,4,4,img,familiar,Ada_Riddick_15_oval.jpg,Jingle bells.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:02,160.231714,study,7,1,5,5,aud+img,unfamiliar,Annette_Vest_17_oval.jpg,71.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:05,163.251480,study,8,1,6,6,img,none,Allison_Stubbs_15_oval.jpg,NaN,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:08,166.305545,study,9,1,7,7,img,familiar,Albert_Edmond_9_oval.jpg,Hallelujah.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:11,169.349683,study,10,1,8,8,aud,none,NaN,37.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:14,172.387229,study,11,1,9,9,aud+img,unfamiliar,Andrew_Cuevas_3_oval.jpg,131.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:17,175.422067,study,12,1,10,10,img,familiar,Angela_Bono_11_oval.jpg,Row your boat.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:20,178.459475,study,13,1,11,11,img,familiar,Antonio_Blaney_13_oval.jpg,The Entertainer.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:23,181.493882,study,14,1,12,12,aud,none,NaN,56.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:26,184.529241,study,15,1,13,13,aud,familiar,lionel messi.jpg,164.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:29,187.542986,study,16,1,14,14,img,none,Albert_Dobson_9_oval.jpg,NaN,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:32,190.559486,study,17,1,15,15,img,none,Beverly_Nigro_5_oval.jpg,NaN,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:35,193.598567,study,18,1,16,16,aud,familiar,michael jackson.jpg,201.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:38,196.634787,study,19,1,17,17,aud,familiar,leonardo dicaprio.jpg,8.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:41,199.669545,study,20,1,18,18,aud,familiar,john f. kennedy.jpg,7.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:44,202.706806,study,21,1,19,19,aud,none,NaN,147.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:47,205.741967,study,22,1,20,20,aud+img,unfamiliar,Amelia_Macleod_9_oval.jpg,105.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:50,208.777844,study,23,1,21,21,aud+img,unfamiliar,Arthur_Josey_7_oval.jpg,41.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:53,211.814676,study,24,1,22,22,img,familiar,Annette_George_7_oval.jpg,Alarm (ripples).m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:56,214.852800,study,25,1,23,23,aud,none,NaN,159.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:10:59,217.889759,study,26,1,24,24,aud,familiar,elon musk.jpg,167.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:11:02,220.927269,study,27,1,25,25,aud,none,NaN,191.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:11:05,223.962758,study,28,1,26,26,aud+img,unfamiliar,Angelica_Rahman_19_oval.jpg,203.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:11:08,226.975768,study,29,1,27,27,img,none,Beth_Fernandez_2_oval.jpg,NaN,.,.,.,.,.,.
69,.,17-Apr-2024 11:11:11,230.013977,study,30,1,28,28,aud,familiar,marilyn monroe.jpg,130.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:11:14,233.049642,study,31,1,29,29,aud,none,NaN,50.m4a,.,.,.,.,.,.
69,.,17-Apr-2024 11:11:17,236.061256,study,32,1,30,30,img,none,Albert_Edmond_19_oval.jpg,NaN,.,.,.,.,.,.
69,.,17-Apr-2024 11:11:26,244.252778,test,33,1,1,1,aud,unfamiliar,Andrew_Cuevas_3_oval.jpg,131.m4a,old,j,low,new,miss,2.5252
69,.,17-Apr-2024 11:11:29,247.546316,test,34,1,2,2,aud,familiar,leonardo dicaprio.jpg,8.m4a,old,d,high,old,hit,2.244
69,.,17-Apr-2024 11:11:32,250.575166,test,35,1,3,3,aud,none,NaN,37.m4a,old,d,high,old,hit,1.9117
69,.,17-Apr-2024 11:11:35,254.094840,test,36,1,4,4,aud,none,none,78.m4a,new,j,low,new,cr,2.3337
69,.,17-Apr-2024 11:11:39,257.625347,test,37,1,5,5,aud,none,NaN,191.m4a,old,f,low,old,hit,2.4217
69,.,17-Apr-2024 11:11:42,260.829256,test,38,1,6,6,aud,none,none,133.m4a,new,f,low,old,fa,2.1388
69,.,17-Apr-2024 11:11:46,264.413004,test,39,1,7,7,aud,none,NaN,56.m4a,old,j,low,new,miss,2.4589
69,.,17-Apr-2024 11:11:51,269.675884,test,40,1,8,8,aud,none,none,89.m4a,new,j,low,new,cr,4.1375
69,.,17-Apr-2024 11:11:55,273.221104,test,41,1,9,9,aud,unfamiliar,Angelica_Rahman_19_oval.jpg,203.m4a,old,f,low,old,hit,2.4263
69,.,17-Apr-2024 11:11:58,276.202874,test,42,1,10,10,aud,none,none,173.m4a,new,j,low,new,cr,1.8447
69,.,17-Apr-2024 11:12:04,283.052841,test,43,1,11,11,aud,none,none,212.m4a,new,j,low,new,cr,5.6718
69,.,17-Apr-2024 11:12:09,287.988893,test,44,1,12,12,aud,none,none,169.m4a,new,j,low,new,cr,3.8339
69,.,17-Apr-2024 11:12:13,291.362299,test,45,1,13,13,aud,none,none,192.m4a,new,k,high,new,cr,2.2925
69,.,17-Apr-2024 11:12:16,294.715072,test,46,1,14,14,aud,none,none,25.m4a,new,f,low,old,fa,2.2644
69,.,17-Apr-2024 11:12:20,298.201581,test,47,1,15,15,aud,unfamiliar,Annette_Vest_17_oval.jpg,71.m4a,old,j,low,new,miss,2.4072
69,.,17-Apr-2024 11:12:22,300.906067,test,48,1,16,16,aud,familiar,michael jackson.jpg,201.m4a,old,f,low,old,hit,1.6413
69,.,17-Apr-2024 11:12:26,304.290079,test,49,1,17,17,aud,none,none,59.m4a,new,j,low,new,cr,2.2878
69,.,17-Apr-2024 11:12:29,307.577250,test,50,1,18,18,aud,familiar,john f. kennedy.jpg,7.m4a,old,f,low,old,hit,2.2144
69,.,17-Apr-2024 11:12:37,315.409392,test,51,2,1,19,aud,none,none,137.m4a,new,j,low,new,cr,2.4887
69,.,17-Apr-2024 11:12:41,319.282625,test,52,2,2,20,aud,familiar,marilyn monroe.jpg,130.m4a,old,j,low,new,miss,2.8137
69,.,17-Apr-2024 11:12:44,322.154687,test,53,2,3,21,aud,unfamiliar,Amelia_Macleod_9_oval.jpg,105.m4a,old,j,low,new,miss,1.8296
69,.,17-Apr-2024 11:12:47,325.651122,test,54,2,4,22,aud,none,NaN,50.m4a,old,j,low,new,miss,2.4253
69,.,17-Apr-2024 11:12:50,328.252238,test,55,2,5,23,aud,unfamiliar,Arthur_Josey_7_oval.jpg,41.m4a,old,f,low,old,hit,1.5492
69,.,17-Apr-2024 11:12:53,332.093305,test,56,2,6,24,aud,unfamiliar,Annie_Gooch_17_oval.jpg,85.m4a,old,f,low,old,hit,2.6527
69,.,17-Apr-2024 11:12:57,335.340641,test,57,2,7,25,aud,none,NaN,159.m4a,old,j,low,new,miss,2.2289
69,.,17-Apr-2024 11:13:00,338.658400,test,58,2,8,26,aud,familiar,elon musk.jpg,167.m4a,old,f,low,old,hit,2.2738
69,.,17-Apr-2024 11:13:03,341.601774,test,59,2,9,27,aud,familiar,lionel messi.jpg,164.m4a,old,j,low,new,miss,1.9182
69,.,17-Apr-2024 11:13:06,344.291098,test,60,2,10,28,aud,none,none,189.m4a,new,j,low,new,cr,1.6651
69,.,17-Apr-2024 11:13:11,349.405734,test,61,2,11,29,aud,none,none,128.m4a,new,j,low,new,cr,4.0467
69,.,17-Apr-2024 11:13:14,352.417909,test,62,2,12,30,aud,none,NaN,147.m4a,old,j,low,new,miss,1.9943
69,.,17-Apr-2024 11:13:16,354.625486,test,63,2,13,31,aud,none,none,27.m4a,new,j,low,new,cr,1.1718
69,.,17-Apr-2024 11:13:19,357.512898,test,64,2,14,32,aud,none,none,211.m4a,new,j,low,new,cr,1.8121
69,.,17-Apr-2024 11:13:22,360.571769,test,65,2,15,33,aud,none,none,210.m4a,new,j,low,new,cr,2.0426
69,.,17-Apr-2024 11:13:25,363.789893,test,66,2,16,34,aud,none,none,174.m4a,new,j,low,new,cr,2.2019
69,.,17-Apr-2024 11:13:28,366.785953,test,67,2,17,35,aud,none,none,10.m4a,new,j,low,new,cr,1.9811
69,.,17-Apr-2024 11:13:31,369.220690,test,68,2,18,36,aud,none,none,65.m4a,new,j,low,new,cr,1.4129
69,.,17-Apr-2024 11:13:37,375.221172,test,69,3,1,37,img,none,Albert_Colucci_15_oval.jpg,none,new,,,,miss,4
69,.,17-Apr-2024 11:13:39,377.165350,test,70,3,1,37,img,none,Albert_Colucci_15_oval.jpg,none,new,d,high,old,fa,3.7827
69,.,17-Apr-2024 11:13:41,379.419059,test,71,3,2,38,img,none,Allen_March_9_oval.jpg,none,new,d,high,old,fa,1.2499
69,.,17-Apr-2024 11:13:44,382.251901,test,72,3,3,39,img,none,Allison_Zambrano_9_oval.jpg,none,new,,,,miss,4
69,.,17-Apr-2024 11:13:44,382.455268,test,73,3,3,39,img,none,Allison_Zambrano_9_oval.jpg,none,new,d,high,old,fa,2.0894
69,.,17-Apr-2024 11:13:46,384.928239,test,74,3,4,40,img,none,Beth_Fernandez_2_oval.jpg,NaN,old,j,low,new,miss,1.5722
69,.,17-Apr-2024 11:13:48,386.854328,test,75,3,5,41,img,familiar,Ada_Riddick_15_oval.jpg,Jingle bells.m4a,old,d,high,old,hit,0.94998
69,.,17-Apr-2024 11:13:50,388.494249,test,76,3,6,42,img,none,Angie_Dorado_5_oval.jpg,none,new,j,low,new,cr,0.73676
69,.,17-Apr-2024 11:13:52,390.329892,test,77,3,7,43,img,none,Andrew_Jaggers_11_oval.jpg,none,new,j,low,new,cr,0.89833
69,.,17-Apr-2024 11:13:53,392.076764,test,78,3,8,44,img,none,Angela_Bono_3_oval.jpg,none,new,j,low,new,cr,0.81369
69,.,17-Apr-2024 11:13:56,394.247190,test,79,3,9,45,img,none,Antonio_Hillman_15_oval.jpg,NaN,old,f,low,old,hit,1.1829
69,.,17-Apr-2024 11:13:57,395.971853,test,80,3,10,46,img,none,Beverly_Nigro_5_oval.jpg,NaN,old,j,low,new,miss,0.76305
69,.,17-Apr-2024 11:13:59,397.700389,test,81,3,11,47,img,none,Albert_Waring_1_oval.jpg,none,new,f,low,old,fa,0.7591
69,.,17-Apr-2024 11:14:01,399.522498,test,82,3,12,48,img,unfamiliar,Annette_Vest_17_oval.jpg,71.m4a,old,d,high,old,hit,0.84462
69,.,17-Apr-2024 11:14:03,401.885517,test,83,3,13,49,img,familiar,Albert_Edmond_9_oval.jpg,Hallelujah.m4a,old,d,high,old,hit,1.4191
69,.,17-Apr-2024 11:14:05,403.796406,test,84,3,14,50,img,unfamiliar,Amelia_Macleod_9_oval.jpg,105.m4a,old,d,high,old,hit,0.94945
69,.,17-Apr-2024 11:14:07,405.382674,test,85,3,15,51,img,familiar,Angela_Bono_11_oval.jpg,Row your boat.m4a,old,d,high,old,hit,0.63204
69,.,17-Apr-2024 11:14:09,407.309751,test,86,3,16,52,img,none,Alma_Felder_17_oval.jpg,none,new,j,low,new,cr,0.92991
69,.,17-Apr-2024 11:14:11,409.131146,test,87,3,17,53,img,unfamiliar,Andrew_Cuevas_3_oval.jpg,131.m4a,old,j,low,new,miss,0.84575
69,.,17-Apr-2024 11:14:13,411.294549,test,88,3,18,54,img,none,Beth_Hamer_3_oval.jpg,none,new,j,low,new,cr,1.1344
69,.,17-Apr-2024 11:14:17,415.773592,test,89,4,1,55,img,none,Adam_Koester_12_oval.jpg,none,new,j,low,new,cr,1.3046
