sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
34,mbm-2022b.psych.ucsb.edu,10-Apr-2024 11:05:18,0.059837,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
34,.,10-Apr-2024 11:05:39,20.921316,misc,2,.,.,.,AGE:20,SEX:male,RACE:Hispanic,INITIALS:DB,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:03,164.583628,study,3,1,1,1,img,familiar,Amy_Shull_9_oval.jpg,Row your boat.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:06,167.621814,study,4,1,2,2,aud,familiar,robert downey jr.jpg,53.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:09,170.642112,study,5,1,3,3,img,none,Anthony_Hartsfield_11_oval.jpg,NaN,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:12,173.684343,study,6,1,4,4,aud,familiar,morgan freeman.jpg,150.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:15,176.731165,study,7,1,5,5,img,familiar,Anthony_Rimmer_17_oval.jpg,Blue Danube Waltz.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:18,179.775110,study,8,1,6,6,aud,familiar,michelle obama.jpg,103.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:21,182.810426,study,9,1,7,7,img,familiar,Annie_Leyva_19_oval.jpg,Gangnam Style.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:24,185.844965,study,10,1,8,8,aud+img,unfamiliar,Amelia_Macleod_9_oval.jpg,124.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:27,188.879126,study,11,1,9,9,img,familiar,Annie_Bivens_7_oval.jpg,Alarm (old phone).m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:30,191.921610,study,12,1,10,10,aud,none,NaN,126.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:33,194.943672,study,13,1,11,11,img,none,Anthony_Rimmer_19_oval.jpg,NaN,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:36,197.961507,study,14,1,12,12,img,none,Arlene_mcelroy_1_oval.jpg,NaN,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:39,200.978550,study,15,1,13,13,img,none,Allen_Muhammad_7_oval.jpg,NaN,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:42,204.024076,study,16,1,14,14,aud,none,NaN,99.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:45,207.063568,study,17,1,15,15,img,familiar,Alicia_Gordy_7_oval.jpg,State Farm.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:48,210.077111,study,18,1,16,16,img,none,Angela_Upshaw_9_oval.jpg,NaN,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:51,213.120003,study,19,1,17,17,aud+img,unfamiliar,Alan_Trimble_5_oval.jpg,132.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:55,216.156817,study,20,1,18,18,img,familiar,Albert_Colucci_15_oval.jpg,Eleanor Rigby.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:08:58,219.193104,study,21,1,19,19,aud,none,NaN,152.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:01,222.228844,study,22,1,20,20,aud+img,unfamiliar,Alan_Moncrief_5_oval.jpg,191.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:04,225.265739,study,23,1,21,21,aud,none,NaN,165.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:07,228.301770,study,24,1,22,22,aud+img,unfamiliar,Andrew_Cuevas_3_oval.jpg,32.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:10,231.338167,study,25,1,23,23,aud,familiar,albert einstein.jpg,44.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:13,234.376374,study,26,1,24,24,aud+img,unfamiliar,Alicia_Clifford_11_oval.jpg,183.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:16,237.414976,study,27,1,25,25,aud,none,NaN,203.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:19,240.450933,study,28,1,26,26,aud+img,unfamiliar,Andrew_Jaggers_3_oval.jpg,146.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:22,243.485901,study,29,1,27,27,aud,familiar,justin bieber.jpg,193.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:25,246.497966,study,30,1,28,28,img,none,Alma_Lafferty_1_oval.jpg,NaN,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:28,249.541119,study,31,1,29,29,aud,none,NaN,61.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:31,252.576629,study,32,1,30,30,aud,familiar,queen elizabeth ii.jpg,24.m4a,.,.,.,.,.,.
34,.,10-Apr-2024 11:09:38,259.646683,test,33,1,1,1,img,unfamiliar,Andrew_Jaggers_3_oval.jpg,146.m4a,old,j,low,new,miss,1.882
34,.,10-Apr-2024 11:09:40,261.801289,test,34,1,2,2,img,none,Belinda_Boutte_1_oval.jpg,none,new,k,high,new,cr,1.1461
34,.,10-Apr-2024 11:09:43,264.642534,test,35,1,3,3,img,none,Ann_Mullen_15_oval.jpg,none,new,,,,miss,4
34,.,10-Apr-2024 11:09:44,265.264069,test,36,1,3,3,img,none,Ann_Mullen_15_oval.jpg,none,new,d,high,old,fa,2.4179
34,.,10-Apr-2024 11:09:45,266.985616,test,37,1,4,4,img,none,Anthony_Hartsfield_11_oval.jpg,NaN,old,d,high,old,hit,0.65074
34,.,10-Apr-2024 11:09:47,268.864917,test,38,1,5,5,img,none,Andrew_Kautz_9_oval.jpg,none,new,d,high,old,fa,0.82071
34,.,10-Apr-2024 11:09:49,270.923846,test,39,1,6,6,img,none,Amber_Moseley_7_oval.jpg,none,new,k,high,new,cr,1.0197
34,.,10-Apr-2024 11:09:51,272.770953,test,40,1,7,7,img,familiar,Annie_Leyva_19_oval.jpg,Gangnam Style.m4a,old,d,high,old,hit,0.79613
34,.,10-Apr-2024 11:09:54,275.604777,test,41,1,8,8,img,familiar,Amy_Shull_9_oval.jpg,Row your boat.m4a,old,,,,miss,4
34,.,10-Apr-2024 11:09:54,276.052112,test,42,1,8,8,img,familiar,Amy_Shull_9_oval.jpg,Row your boat.m4a,old,f,low,old,hit,2.2134
34,.,10-Apr-2024 11:09:56,278.106280,test,43,1,9,9,img,none,Ann_Marino_9_oval.jpg,none,new,k,high,new,cr,1.0136
34,.,10-Apr-2024 11:09:59,280.624795,test,44,1,10,10,img,none,Ann_Siu_13_oval.jpg,none,new,f,low,old,fa,1.4879
34,.,10-Apr-2024 11:10:01,282.562755,test,45,1,11,11,img,familiar,Albert_Colucci_15_oval.jpg,Eleanor Rigby.m4a,old,k,high,new,miss,0.94328
34,.,10-Apr-2024 11:10:03,284.866272,test,46,1,12,12,img,none,Angelica_Peter_5_oval.jpg,none,new,f,low,old,fa,1.2792
34,.,10-Apr-2024 11:10:08,289.746198,test,47,1,13,13,img,unfamiliar,Amelia_Macleod_9_oval.jpg,124.m4a,old,k,high,new,miss,0.94657
34,.,10-Apr-2024 11:10:11,292.587313,test,48,1,14,14,img,none,Allen_Muhammad_7_oval.jpg,NaN,old,d,high,old,hit,1.8794
34,.,10-Apr-2024 11:10:14,295.424742,test,49,1,15,15,img,none,Allen_Eagan_9_oval.jpg,none,new,,,,miss,4
34,.,10-Apr-2024 11:10:16,297.632976,test,50,1,15,15,img,none,Allen_Eagan_9_oval.jpg,none,new,k,high,new,cr,4.0515
34,.,10-Apr-2024 11:10:19,300.465760,test,51,1,16,16,img,none,Arlene_mcelroy_1_oval.jpg,NaN,old,,,,miss,4
34,.,10-Apr-2024 11:10:20,301.897448,test,52,1,16,16,img,none,Arlene_mcelroy_1_oval.jpg,NaN,old,f,low,old,hit,3.2327
34,.,10-Apr-2024 11:10:22,303.873705,test,53,1,17,17,img,none,Andrew_Kautz_15_oval.jpg,none,new,k,high,new,cr,0.94698
34,.,10-Apr-2024 11:10:25,306.706378,test,54,1,18,18,img,unfamiliar,Andrew_Cuevas_3_oval.jpg,32.m4a,old,,,,miss,4
34,.,10-Apr-2024 11:10:25,306.916894,test,55,1,18,18,img,unfamiliar,Andrew_Cuevas_3_oval.jpg,32.m4a,old,j,low,new,miss,2.0086
34,.,10-Apr-2024 11:10:36,317.604604,test,56,2,1,19,img,unfamiliar,Alan_Trimble_5_oval.jpg,132.m4a,old,,,,miss,4
34,.,10-Apr-2024 11:10:37,318.179332,test,57,2,1,19,img,unfamiliar,Alan_Trimble_5_oval.jpg,132.m4a,old,d,high,old,hit,2.3895
34,.,10-Apr-2024 11:10:39,321.005715,test,58,2,2,20,img,none,Alison_Bourne_13_oval.jpg,none,new,,,,miss,4
34,.,10-Apr-2024 11:10:41,322.720525,test,59,2,2,20,img,none,Alison_Bourne_13_oval.jpg,none,new,j,low,new,cr,3.5315
34,.,10-Apr-2024 11:10:44,325.553945,test,60,2,3,21,img,none,Agnes_Dilley_13_oval.jpg,none,new,,,,miss,4
34,.,10-Apr-2024 11:10:44,326.135756,test,61,2,3,21,img,none,Agnes_Dilley_13_oval.jpg,none,new,k,high,new,cr,2.3757
34,.,10-Apr-2024 11:10:46,328.028707,test,62,2,4,22,img,none,Anthony_Rimmer_19_oval.jpg,NaN,old,d,high,old,hit,0.9584
34,.,10-Apr-2024 11:10:49,330.667969,test,63,2,5,23,img,none,Annie_Leslie_9_oval.jpg,none,new,k,high,new,cr,1.6247
34,.,10-Apr-2024 11:10:51,332.978186,test,64,2,6,24,img,familiar,Annie_Bivens_7_oval.jpg,Alarm (old phone).m4a,old,d,high,old,hit,1.3162
34,.,10-Apr-2024 11:10:54,335.299829,test,65,2,7,25,img,unfamiliar,Alan_Moncrief_5_oval.jpg,191.m4a,old,d,high,old,hit,1.2831
34,.,10-Apr-2024 11:10:56,337.388057,test,66,2,8,26,img,familiar,Anthony_Rimmer_17_oval.jpg,Blue Danube Waltz.m4a,old,k,high,new,miss,1.0531
34,.,10-Apr-2024 11:10:58,339.243181,test,67,2,9,27,img,none,Andrew_Jaggers_11_oval.jpg,none,new,k,high,new,cr,0.84215
34,.,10-Apr-2024 11:11:00,341.226311,test,68,2,10,28,img,none,Adam_Cauthen_11_oval.jpg,none,new,k,high,new,cr,0.97637
34,.,10-Apr-2024 11:11:01,343.110202,test,69,2,11,29,img,none,Angela_Upshaw_9_oval.jpg,NaN,old,k,high,new,miss,0.86673
34,.,10-Apr-2024 11:11:03,345.073508,test,70,2,12,30,img,none,Alma_Lafferty_1_oval.jpg,NaN,old,d,high,old,hit,0.74071
34,.,10-Apr-2024 11:11:06,347.408055,test,71,2,13,31,img,none,Allison_Baldridge_1_oval.jpg,none,new,k,high,new,cr,1.3101
34,.,10-Apr-2024 11:11:08,349.834580,test,72,2,14,32,img,unfamiliar,Alicia_Clifford_11_oval.jpg,183.m4a,old,d,high,old,hit,1.4227
34,.,10-Apr-2024 11:11:10,351.704717,test,73,2,15,33,img,none,Anne_Alicea_7_oval.jpg,none,new,d,high,old,fa,0.80315
34,.,10-Apr-2024 11:11:12,353.576421,test,74,2,16,34,img,none,Belinda_Barrington_13_oval.jpg,none,new,k,high,new,cr,0.84416
34,.,10-Apr-2024 11:11:14,355.777473,test,75,2,17,35,img,none,Angela_Bono_11_oval.jpg,none,new,k,high,new,cr,1.1967
34,.,10-Apr-2024 11:11:17,358.606490,test,76,2,18,36,img,familiar,Alicia_Gordy_7_oval.jpg,State Farm.m4a,old,,,,miss,4
34,.,10-Apr-2024 11:11:18,360.025253,test,77,2,18,36,img,familiar,Alicia_Gordy_7_oval.jpg,State Farm.m4a,old,j,low,new,miss,3.2944
34,.,10-Apr-2024 11:11:26,367.988516,test,78,3,1,37,aud,none,none,171.m4a,new,d,high,old,fa,1.7803
34,.,10-Apr-2024 11:11:28,369.833518,test,79,3,2,38,aud,none,none,94.m4a,new,a,err,err,err,1.5165
34,.,10-Apr-2024 11:11:30,372.081234,test,80,3,2,38,aud,none,none,94.m4a,new,d,high,old,fa,2.834
34,.,10-Apr-2024 11:11:33,374.867470,test,81,3,3,39,aud,familiar,morgan freeman.jpg,150.m4a,old,d,high,old,hit,1.6154
34,.,10-Apr-2024 11:11:37,378.275264,test,82,3,4,40,aud,unfamiliar,Alan_Moncrief_5_oval.jpg,191.m4a,old,k,high,new,miss,2.2779
34,.,10-Apr-2024 11:11:39,380.858589,test,83,3,5,41,aud,unfamiliar,Alan_Trimble_5_oval.jpg,132.m4a,old,d,high,old,hit,1.422
34,.,10-Apr-2024 11:11:42,383.203841,test,84,3,6,42,aud,none,none,47.m4a,new,k,high,new,cr,1.0964
34,.,10-Apr-2024 11:11:45,386.500809,test,85,3,7,43,aud,familiar,robert downey jr.jpg,53.m4a,old,f,low,old,hit,2.1968
34,.,10-Apr-2024 11:11:48,389.605824,test,86,3,8,44,aud,none,NaN,126.m4a,old,d,high,old,hit,1.9146
34,.,10-Apr-2024 11:11:51,392.368367,test,87,3,9,45,aud,none,none,206.m4a,new,k,high,new,cr,1.6417
34,.,10-Apr-2024 11:11:53,394.673530,test,88,3,10,46,aud,unfamiliar,Andrew_Cuevas_3_oval.jpg,32.m4a,old,d,high,old,hit,1.1676
34,.,10-Apr-2024 11:11:56,397.964688,test,89,3,11,47,aud,none,NaN,203.m4a,old,d,high,old,hit,2.1205
34,.,10-Apr-2024 11:12:01,402.160676,test,90,3,12,48,aud,none,none,127.m4a,new,d,high,old,fa,3.0721
34,.,10-Apr-2024 11:12:08,409.933175,test,91,3,13,49,aud,none,none,198.m4a,new,k,high,new,cr,6.6352
34,.,10-Apr-2024 11:12:11,412.736730,test,92,3,14,50,aud,none,NaN,99.m4a,old,d,high,old,hit,1.6142
34,.,10-Apr-2024 11:12:14,416.026209,test,93,3,15,51,aud,none,none,10.m4a,new,j,low,new,cr,2.201
34,.,10-Apr-2024 11:12:18,419.490166,test,94,3,16,52,aud,familiar,michelle obama.jpg,103.m4a,old,k,high,new,miss,2.3906
34,.,10-Apr-2024 11:12:20,422.050252,test,95,3,17,53,aud,none,none,1.m4a,new,k,high,new,cr,1.4183
34,.,10-Apr-2024 11:12:23,424.364020,test,96,3,18,54,aud,none,none,22.m4a,new,k,high,new,cr,1.2076
34,.,10-Apr-2024 11:12:30,431.259327,test,97,4,1,55,aud,none,none,180.m4a,new,k,high,new,cr,2.4933
34,.,10-Apr-2024 11:12:32,433.955403,test,98,4,2,56,aud,familiar,justin bieber.jpg,193.m4a,old,d,high,old,hit,1.4947
