sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
23,mbm-2022h.psych.ucsb.edu,09-Apr-2024 11:29:51,0.057652,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
23,.,09-Apr-2024 11:30:19,28.621510,misc,2,.,.,.,AGE:21,SEX:female,RACE:AsianWhite,INITIALS:JK,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:34,163.657789,study,3,1,1,1,img,familiar,Adam_Tripp_13_oval.jpg,Yankee doodle.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:37,166.695681,study,4,1,2,2,img,familiar,Arthur_Deering_3_oval.jpg,In the Hall of the Mountain King.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:40,169.735025,study,5,1,3,3,aud,none,NaN,90.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:44,172.773024,study,6,1,4,4,aud,none,NaN,165.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:47,175.821906,study,7,1,5,5,aud,none,NaN,146.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:50,178.862967,study,8,1,6,6,aud+img,unfamiliar,Ann_Mullen_3_oval.jpg,92.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:53,181.885701,study,9,1,7,7,img,none,Angie_Dorado_5_oval.jpg,NaN,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:56,184.927617,study,10,1,8,8,img,familiar,Alice_Whitcomb_19_oval.jpg,USA National Anthem.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:32:59,187.942204,study,11,1,9,9,img,none,Amber_Cain_5_oval.jpg,NaN,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:02,190.989173,study,12,1,10,10,aud,none,NaN,130.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:05,194.026370,study,13,1,11,11,aud,familiar,elvis presley.jpg,85.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:08,197.062427,study,14,1,12,12,aud+img,unfamiliar,Adam_Koester_8_oval.jpg,195.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:11,200.096739,study,15,1,13,13,img,familiar,Albert_Paradise_1_oval.jpg,Happy birthday.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:14,203.132050,study,16,1,14,14,img,familiar,Bernice_Beavers_13_oval.jpg,Nokia ringtone.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:17,206.144668,study,17,1,15,15,img,none,Amy_Shull_9_oval.jpg,NaN,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:20,209.186941,study,18,1,16,16,aud,none,NaN,24.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:23,212.222210,study,19,1,17,17,aud,familiar,robert downey jr.jpg,71.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:26,215.257562,study,20,1,18,18,aud+img,unfamiliar,Antonio_Southern_11_oval.jpg,95.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:29,218.294155,study,21,1,19,19,aud,familiar,donald trump.jpg,18.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:32,221.330994,study,22,1,20,20,img,familiar,Allison_Baldridge_7_oval.jpg,Gangnam Style.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:35,224.366358,study,23,1,21,21,aud+img,unfamiliar,Albert_Belk_5_oval.jpg,7.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:38,227.402289,study,24,1,22,22,aud,familiar,elon musk.jpg,114.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:41,230.438467,study,25,1,23,23,aud,familiar,albert einstein.jpg,62.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:44,233.452425,study,26,1,24,24,img,none,Ann_Marino_9_oval.jpg,NaN,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:47,236.470678,study,27,1,25,25,img,none,Alan_Trimble_5_oval.jpg,NaN,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:50,239.509360,study,28,1,26,26,aud,familiar,steve jobs.jpg,45.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:53,242.545712,study,29,1,27,27,aud,none,NaN,38.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:56,245.582111,study,30,1,28,28,aud+img,unfamiliar,Antonio_Englert_17_oval.jpg,158.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:33:59,248.617317,study,31,1,29,29,aud+img,unfamiliar,Beth_Fernandez_2_oval.jpg,60.m4a,.,.,.,.,.,.
23,.,09-Apr-2024 11:34:02,251.629472,study,32,1,30,30,img,none,Allison_Main_11_oval.jpg,NaN,.,.,.,.,.,.
23,.,09-Apr-2024 11:34:10,259.253689,test,33,1,1,1,img,none,Angie_Dorado_5_oval.jpg,NaN,old,,,,miss,4
23,.,09-Apr-2024 11:34:12,260.839352,test,34,1,1,1,img,none,Angie_Dorado_5_oval.jpg,NaN,old,f,low,old,hit,3.4717
23,.,09-Apr-2024 11:34:14,263.693726,test,35,1,2,2,img,none,Angelica_Sommer_7_oval.jpg,none,new,,,,miss,4
23,.,09-Apr-2024 11:34:15,263.818502,test,36,1,2,2,img,none,Angelica_Sommer_7_oval.jpg,none,new,k,high,new,cr,2.0085
23,.,09-Apr-2024 11:34:17,265.994763,test,37,1,3,3,img,none,Amy_Shull_9_oval.jpg,NaN,old,d,high,old,hit,1.2245
23,.,09-Apr-2024 11:34:19,268.205935,test,38,1,4,4,img,none,Anthony_Jamison_11_oval.jpg,none,new,j,low,new,cr,1.2823
23,.,09-Apr-2024 11:34:21,270.045394,test,39,1,5,5,img,unfamiliar,Antonio_Englert_17_oval.jpg,158.m4a,old,d,high,old,hit,0.89928
23,.,09-Apr-2024 11:34:23,272.709813,test,40,1,6,6,img,none,Alma_Gober_7_oval.jpg,none,new,k,high,new,cr,1.7045
23,.,09-Apr-2024 11:34:26,274.965445,test,41,1,7,7,img,unfamiliar,Albert_Belk_5_oval.jpg,7.m4a,old,f,low,old,hit,1.3068
23,.,09-Apr-2024 11:34:28,277.382139,test,42,1,8,8,img,none,Alan_Santo_5_oval.jpg,none,new,j,low,new,cr,1.474
23,.,09-Apr-2024 11:34:30,279.375309,test,43,1,9,9,img,none,Alan_Trimble_5_oval.jpg,NaN,old,d,high,old,hit,1.0689
23,.,09-Apr-2024 11:34:33,281.821076,test,44,1,10,10,img,none,Anthony_Newell_7_oval.jpg,none,new,j,low,new,cr,1.4907
23,.,09-Apr-2024 11:34:35,284.120136,test,45,1,11,11,img,none,Alma_Lafferty_1_oval.jpg,none,new,k,high,new,cr,1.3189
