sub,comp,date-time,taskTime,evType,evCnt,blk,blkTrl,expTrl,testType,pair,img,aud,ans,button,conf,resp,acc,rt
3,mbm-2022f.psych.ucsb.edu,02-Apr-2024 15:53:08,0.072241,misc,1,.,.,.,.,.,.,.,.,.,.,.,.,.
3,.,02-Apr-2024 15:53:25,16.751242,misc,2,.,.,.,AGE:19,SEX:female,RACE:Hispanic,INITIALS:SG,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:38,149.610452,study,3,1,1,1,aud,none,NaN,201.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:41,152.626352,study,4,1,2,2,img,none,Alison_Trejo_9_oval.jpg,NaN,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:44,155.670606,study,5,1,3,3,aud+img,unfamiliar,Andrew_Cuevas_3_oval.jpg,101.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:47,158.707851,study,6,1,4,4,aud,familiar,queen elizabeth ii.jpg,91.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:50,161.753423,study,7,1,5,5,aud+img,unfamiliar,Ann_Marino_9_oval.jpg,14.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:53,164.797682,study,8,1,6,6,aud,familiar,elvis presley.jpg,62.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:56,167.819665,study,9,1,7,7,img,none,Albert_Carlyle_11_oval.jpg,NaN,.,.,.,.,.,.
3,.,02-Apr-2024 15:55:59,170.865242,study,10,1,8,8,img,familiar,Alma_Felder_17_oval.jpg,Bizet Carmen.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:02,173.898538,study,11,1,9,9,img,familiar,Amelia_Macleod_9_oval.jpg,Hallelujah.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:05,176.941237,study,12,1,10,10,aud,none,NaN,209.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:08,179.978807,study,13,1,11,11,aud+img,unfamiliar,Andrew_Eastwood_13_oval.jpg,162.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:11,182.991705,study,14,1,12,12,img,none,Allen_Strain_19_oval.jpg,NaN,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:14,186.037460,study,15,1,13,13,aud,none,NaN,185.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:17,189.071815,study,16,1,14,14,aud+img,unfamiliar,Angelica_Sommer_7_oval.jpg,25.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:20,192.084055,study,17,1,15,15,img,none,Anthony_Morgan_7_oval.jpg,NaN,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:23,195.123368,study,18,1,16,16,aud,familiar,morgan freeman.jpg,153.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:26,198.160198,study,19,1,17,17,aud,none,NaN,173.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:29,201.196216,study,20,1,18,18,img,familiar,Albert_Edmond_19_oval.jpg,Happy birthday.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:32,204.209152,study,21,1,19,19,img,none,Albert_Neu_7_oval.jpg,NaN,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:35,207.248504,study,22,1,20,20,aud,familiar,michelle obama.jpg,4.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:38,210.283572,study,23,1,21,21,img,familiar,Andrew_Jaggers_15_oval.jpg,My heart will go on.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:41,213.319013,study,24,1,22,22,img,familiar,Albert_Belk_12_oval.jpg,Nationwide Insurance.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:44,216.355981,study,25,1,23,23,aud,none,NaN,47.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:47,219.392026,study,26,1,24,24,aud,familiar,barack obama.jpg,38.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:50,222.404918,study,27,1,25,25,img,none,Adam_Cauthen_11_oval.jpg,NaN,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:54,225.444351,study,28,1,26,26,img,familiar,Annette_George_7_oval.jpg,Jingle bells.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:56:57,228.479468,study,29,1,27,27,aud+img,unfamiliar,Annie_Bivens_3_oval.jpg,63.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:57:00,231.515411,study,30,1,28,28,aud,none,NaN,3.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:57:03,234.549769,study,31,1,29,29,aud+img,unfamiliar,Allison_Main_11_oval.jpg,83.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:57:06,237.584867,study,32,1,30,30,aud,familiar,john f. kennedy.jpg,60.m4a,.,.,.,.,.,.
3,.,02-Apr-2024 15:57:12,244.423187,test,33,1,1,1,aud,none,none,56.m4a,new,k,high,new,cr,2.1748
3,.,02-Apr-2024 15:57:21,253.333370,test,34,1,2,2,aud,unfamiliar,Andrew_Cuevas_3_oval.jpg,101.m4a,old,j,low,new,miss,7.7566
3,.,02-Apr-2024 15:57:26,257.586847,test,35,1,3,3,aud,unfamiliar,Allison_Main_11_oval.jpg,83.m4a,old,k,high,new,miss,3.0417
3,.,02-Apr-2024 15:57:31,263.053127,test,36,1,4,4,aud,none,none,104.m4a,new,k,high,new,cr,4.2658
3,.,02-Apr-2024 15:57:36,267.908682,test,37,1,5,5,aud,familiar,michelle obama.jpg,4.m4a,old,d,high,old,hit,3.6607
3,.,02-Apr-2024 15:57:40,272.061454,test,38,1,6,6,aud,none,none,192.m4a,new,j,low,new,cr,3.0155
3,.,02-Apr-2024 15:57:44,276.082143,test,39,1,7,7,aud,none,NaN,47.m4a,old,f,low,old,hit,2.8173
3,.,02-Apr-2024 15:57:48,280.031893,test,40,1,8,8,aud,none,none,179.m4a,new,j,low,new,cr,2.788
3,.,02-Apr-2024 15:57:52,284.023468,test,41,1,9,9,aud,none,none,87.m4a,new,k,high,new,cr,2.7866
3,.,02-Apr-2024 15:57:55,286.694928,test,42,1,10,10,aud,unfamiliar,Andrew_Eastwood_13_oval.jpg,162.m4a,old,f,low,old,hit,1.4859
3,.,02-Apr-2024 15:57:58,289.836815,test,43,1,11,11,aud,familiar,elvis presley.jpg,62.m4a,old,f,low,old,hit,1.8363
3,.,02-Apr-2024 15:58:01,293.389503,test,44,1,12,12,aud,familiar,queen elizabeth ii.jpg,91.m4a,old,j,low,new,miss,2.3623
3,.,02-Apr-2024 15:58:05,297.396166,test,45,1,13,13,aud,none,none,7.m4a,new,j,low,new,cr,2.897
3,.,02-Apr-2024 15:58:09,300.784884,test,46,1,14,14,aud,none,none,75.m4a,new,k,high,new,cr,2.2345
3,.,02-Apr-2024 15:58:12,304.053187,test,47,1,15,15,aud,none,none,176.m4a,new,k,high,new,cr,2.0787
3,.,02-Apr-2024 15:58:17,308.985852,test,48,1,16,16,aud,none,NaN,209.m4a,old,j,low,new,miss,3.8014
3,.,02-Apr-2024 15:58:20,312.423379,test,49,1,17,17,aud,none,none,138.m4a,new,k,high,new,cr,2.271
3,.,02-Apr-2024 15:58:25,316.709411,test,50,1,18,18,aud,none,NaN,3.m4a,old,j,low,new,miss,3.1198
3,.,02-Apr-2024 15:58:32,324.088850,test,51,2,1,19,img,unfamiliar,Andrew_Cuevas_3_oval.jpg,101.m4a,old,,,,miss,4
3,.,02-Apr-2024 15:58:33,324.688939,test,52,2,1,19,img,unfamiliar,Andrew_Cuevas_3_oval.jpg,101.m4a,old,d,high,old,hit,2.3841
3,.,02-Apr-2024 15:58:36,327.524873,test,53,2,2,20,img,none,Amber_Cain_5_oval.jpg,none,new,,,,miss,4
3,.,02-Apr-2024 15:58:36,327.983048,test,54,2,2,20,img,none,Amber_Cain_5_oval.jpg,none,new,j,low,new,cr,2.2953
3,.,02-Apr-2024 15:58:38,330.399659,test,55,2,3,21,img,none,Antoinette_Carrion_15_oval.jpg,none,new,j,low,new,cr,1.3835
3,.,02-Apr-2024 15:58:41,333.034863,test,56,2,4,22,img,none,Albert_Carlyle_11_oval.jpg,NaN,old,j,low,new,miss,1.6322
3,.,02-Apr-2024 15:58:44,335.875973,test,57,2,5,23,img,none,Alma_Gober_3_oval.jpg,none,new,,,,miss,4
3,.,02-Apr-2024 15:58:44,336.411146,test,58,2,5,23,img,none,Alma_Gober_3_oval.jpg,none,new,j,low,new,cr,2.3552
3,.,02-Apr-2024 15:58:47,339.247044,test,59,2,6,24,img,familiar,Albert_Belk_12_oval.jpg,Nationwide Insurance.m4a,old,,,,miss,4
3,.,02-Apr-2024 15:58:50,342.139739,test,60,2,6,24,img,familiar,Albert_Belk_12_oval.jpg,Nationwide Insurance.m4a,old,j,low,new,miss,4.7264
3,.,02-Apr-2024 15:58:53,345.006211,test,61,2,7,25,img,none,Antonio_Villegas_3_oval.jpg,none,new,k,high,new,cr,1.8006
3,.,02-Apr-2024 15:58:56,347.477093,test,62,2,8,26,img,none,Anthony_Cavender_11_oval.jpg,none,new,k,high,new,cr,1.4005
3,.,02-Apr-2024 15:58:58,350.408235,test,63,2,9,27,img,none,Allison_Zambrano_9_oval.jpg,none,new,d,high,old,fa,1.8442
3,.,02-Apr-2024 15:59:01,353.239538,test,64,2,10,28,img,unfamiliar,Ann_Marino_9_oval.jpg,14.m4a,old,,,,miss,4
3,.,02-Apr-2024 15:59:02,354.413086,test,65,2,10,28,img,unfamiliar,Ann_Marino_9_oval.jpg,14.m4a,old,f,low,old,hit,2.894
